1.0 -0.013879459351301193
2.0 -0.013879459351301193
3.0 -0.015302225016057491
4.0 -0.052170757204294205
5.0 -0.058400388807058334
6.0 -0.18121567368507385
7.0 -0.15852156281471252
8.0 -0.06385570019483566
9.0 0.028540566563606262
10.0 -0.21786898374557495
11.0 1.5905933380126953
12.0 5.224033355712891
13.0 1.5875566005706787
14.0 1.5875566005706787
15.0 -0.29382872581481934
16.0 0.030465243384242058
17.0 -0.1608714908361435
18.0 -0.18157774209976196
19.0 -0.059959594160318375
20.0 -0.059959594160318375
21.0 -0.04606035724282265
